condition,trial,sample,logical_neuron,replica,physical_coordinate,nominal_input_s,first_spike_s,fired,spike_count
ttfs_M4_local-pool_dedicated,1,4,16,0,16,2.4999999999999998e-05,3.359199999999999e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,16,1,17,2.4999999999999998e-05,3.254399999999999e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,16,2,18,2.4999999999999998e-05,3.2263999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,16,3,19,2.4999999999999998e-05,3.123999999999999e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,17,0,144,2.4999999999999998e-05,3.1447999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,17,1,145,2.4999999999999998e-05,3.183999999999999e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,17,2,146,2.4999999999999998e-05,3.1536e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,17,3,147,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,4,18,0,272,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,4,18,1,273,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,4,18,2,274,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,4,18,3,275,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,4,19,0,400,2.4999999999999998e-05,3.2343999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,19,1,401,2.4999999999999998e-05,3.1895999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,19,2,402,2.4999999999999998e-05,3.2919999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,19,3,403,2.4999999999999998e-05,3.148e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,20,0,20,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,4,20,1,21,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,4,20,2,22,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,4,20,3,23,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,4,21,0,148,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,4,21,1,149,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,4,21,2,150,2.2e-05,2.5255999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,21,3,151,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,4,22,0,276,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,4,22,1,277,2.1e-05,2.6303999999999998e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,22,2,278,2.1e-05,2.4823999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,22,3,279,2.1e-05,2.6095999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,23,0,404,2.4999999999999998e-05,3.1752e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,23,1,405,2.4999999999999998e-05,3.1039999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,23,2,406,2.4999999999999998e-05,3.057599999999999e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,23,3,407,2.4999999999999998e-05,3.1559999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,24,0,24,2.4999999999999998e-05,3.0591999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,24,1,25,2.4999999999999998e-05,3.0383999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,24,2,26,2.4999999999999998e-05,3.1111999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,24,3,27,2.4999999999999998e-05,3.1456e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,25,0,152,2.4999999999999998e-05,3.0463999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,25,1,153,2.4999999999999998e-05,2.9967999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,25,2,154,2.4999999999999998e-05,3.0607999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,25,3,155,2.4999999999999998e-05,3.1327999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,26,0,280,2.4999999999999998e-05,3.0423999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,26,1,281,2.4999999999999998e-05,3.0495999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,26,2,282,2.4999999999999998e-05,3.1071999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,26,3,283,2.4999999999999998e-05,3.0631999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,27,0,408,2.4999999999999998e-05,3.1175999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,27,1,409,2.4999999999999998e-05,3.1215999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,27,2,410,2.4999999999999998e-05,3.1543999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,27,3,411,2.4999999999999998e-05,2.9759999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,28,0,28,2.4999999999999998e-05,3.0111999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,28,1,29,2.4999999999999998e-05,3.0407999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,28,2,30,2.4999999999999998e-05,3.0095999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,28,3,31,2.4999999999999998e-05,3.0023999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,29,0,156,2.4999999999999998e-05,3.0544e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,29,1,157,2.4999999999999998e-05,2.9183999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,29,2,158,2.4999999999999998e-05,3.0167999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,4,29,3,159,2.4999999999999998e-05,2.9583999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,0,0,0,1.7e-05,2.0831999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,0,1,1,1.7e-05,2.2079999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,0,2,2,1.7e-05,2.1463999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,0,3,3,1.7e-05,2.1391999999999998e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,1,0,128,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,1,1,129,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,1,2,130,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,1,3,131,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,2,0,256,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,2,1,257,2.4e-05,2.9903999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,2,2,258,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,2,3,259,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,3,1,385,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,3,2,386,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,3,3,387,2.4999999999999998e-05,3.3736e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,4,0,4,2.4e-05,2.8919999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,4,1,5,2.4e-05,3.1008e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,4,2,6,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,4,3,7,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,5,0,132,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,5,1,133,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,5,2,134,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,5,3,135,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,6,0,260,1.8999999999999998e-05,2.3703999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,6,1,261,1.8999999999999998e-05,2.4095999999999998e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,6,2,262,1.8999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,6,3,263,1.8999999999999998e-05,2.5407999999999998e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,7,0,388,2.4999999999999998e-05,3.1592e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,7,1,389,2.4999999999999998e-05,3.3079999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,7,2,390,2.4999999999999998e-05,3.1032e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,7,3,391,2.4999999999999998e-05,3.1128e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,8,0,8,2.4999999999999998e-05,3.5175999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,8,1,9,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,8,2,10,2.4999999999999998e-05,3.129599999999999e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,8,3,11,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,9,0,136,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,9,1,137,2.2e-05,2.9655999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,9,2,138,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,9,3,139,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,10,0,264,2.4999999999999998e-05,3.0351999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,10,1,265,2.4999999999999998e-05,3.1616e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,10,2,266,2.4999999999999998e-05,2.9295999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,10,3,267,2.4999999999999998e-05,3.2896e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,11,0,392,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,11,1,393,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,11,2,394,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,11,3,395,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,12,0,12,2.4999999999999998e-05,3.0167999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,12,1,13,2.4999999999999998e-05,3.1552e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,12,2,14,2.4999999999999998e-05,2.9863999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,12,3,15,2.4999999999999998e-05,3.197599999999999e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,13,0,140,1.9999999999999998e-05,2.5775999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,13,1,141,1.9999999999999998e-05,2.5679999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,13,2,142,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,13,3,143,1.9999999999999998e-05,2.5151999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,14,0,268,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,14,1,269,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,14,2,270,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,14,3,271,2.2e-05,2.5415999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,15,0,396,2.4999999999999998e-05,3.0143999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,15,1,397,2.4999999999999998e-05,2.9503999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,15,2,398,2.4999999999999998e-05,3.1008e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,15,3,399,2.4999999999999998e-05,3.2263999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,16,0,16,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,16,1,17,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,16,2,18,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,16,3,19,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,17,0,144,1.9999999999999998e-05,2.6647999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,17,1,145,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,17,2,146,1.9999999999999998e-05,2.6519999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,17,3,147,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,18,0,272,2.2e-05,2.6535999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,18,1,273,2.2e-05,2.6991999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,18,2,274,2.2e-05,2.7703999999999998e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,18,3,275,2.2e-05,2.6767999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,19,0,400,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,19,1,401,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,19,2,402,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,19,3,403,2.2e-05,2.8471999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,20,0,20,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,20,1,21,2.2e-05,3.0415999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,20,2,22,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,20,3,23,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,21,0,148,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,21,1,149,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,21,2,150,1.9999999999999998e-05,2.3679999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,21,3,151,1.9999999999999998e-05,2.5239999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,22,0,276,2.4999999999999998e-05,3.0591999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,22,1,277,2.4999999999999998e-05,3.1264e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,22,2,278,2.4999999999999998e-05,2.9735999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,22,3,279,2.4999999999999998e-05,3.0823999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,23,0,404,2.4999999999999998e-05,3.1351999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,23,1,405,2.4999999999999998e-05,3.0527999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,23,2,406,2.4999999999999998e-05,3.0071999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,23,3,407,2.4999999999999998e-05,3.1111999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,24,0,24,2.4999999999999998e-05,3.0047999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,24,1,25,2.4999999999999998e-05,2.9823999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,24,2,26,2.4999999999999998e-05,3.0375999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,24,3,27,2.4999999999999998e-05,3.0495999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,25,0,152,1.9999999999999998e-05,2.4943999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,25,1,153,1.9999999999999998e-05,2.4343999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,25,2,154,1.9999999999999998e-05,2.5727999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,25,3,155,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,5,26,0,280,2.4999999999999998e-05,2.9927999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,26,1,281,2.4999999999999998e-05,3.0031999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,26,2,282,2.4999999999999998e-05,3.0856e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,26,3,283,2.4999999999999998e-05,3.0279999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,27,0,408,2.4999999999999998e-05,3.0823999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,27,1,409,2.4999999999999998e-05,3.06e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,27,2,410,2.4999999999999998e-05,3.1071999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,27,3,411,2.4999999999999998e-05,2.9375999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,28,0,28,2.4999999999999998e-05,2.9831999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,28,1,29,2.4999999999999998e-05,3.0199999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,28,2,30,2.4999999999999998e-05,2.9599999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,28,3,31,2.4999999999999998e-05,2.9503999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,29,0,156,2.4999999999999998e-05,3.0359999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,29,1,157,2.4999999999999998e-05,2.8759999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,29,2,158,2.4999999999999998e-05,2.9775999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,5,29,3,159,2.4999999999999998e-05,2.9135999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,0,0,0,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,0,1,1,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,0,2,2,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,0,3,3,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,1,0,128,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,1,1,129,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,1,2,130,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,1,3,131,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,2,0,256,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,2,1,257,2.4999999999999998e-05,3.2024e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,2,2,258,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,2,3,259,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,3,1,385,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,3,2,386,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,3,3,387,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,4,0,4,2.4999999999999998e-05,3.0807999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,4,1,5,2.4999999999999998e-05,3.3464e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,4,2,6,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,4,3,7,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,5,0,132,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,5,1,133,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,5,2,134,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,5,3,135,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,6,0,260,2.4999999999999998e-05,3.1759999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,6,1,261,2.4999999999999998e-05,3.2528e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,6,2,262,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,6,3,263,2.4999999999999998e-05,3.4495999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,7,0,388,2.4999999999999998e-05,3.2312e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,7,1,389,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,7,2,390,2.4999999999999998e-05,3.1719999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,7,3,391,2.4999999999999998e-05,3.170399999999999e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,8,0,8,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,8,1,9,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,8,2,10,2.4999999999999998e-05,3.1728e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,8,3,11,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,9,0,136,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,9,1,137,2.2e-05,2.7575999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,9,2,138,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,9,3,139,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,10,0,264,2.4999999999999998e-05,3.0935999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,10,1,265,2.4999999999999998e-05,3.1904e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,10,2,266,2.4999999999999998e-05,2.9615999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,10,3,267,2.4999999999999998e-05,3.4416e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,11,0,392,2.4999999999999998e-05,3.466399999999999e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,11,1,393,2.4999999999999998e-05,3.1231999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,11,2,394,2.4999999999999998e-05,3.2143999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,11,3,395,2.4999999999999998e-05,3.160799999999999e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,12,0,12,2.4999999999999998e-05,3.0111999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,12,1,13,2.4999999999999998e-05,3.1344e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,12,2,14,2.4999999999999998e-05,3.0031999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,12,3,15,2.4999999999999998e-05,3.2647999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,13,0,140,2.2e-05,2.8127999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,13,1,141,2.2e-05,2.7031999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,13,2,142,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,13,3,143,2.2e-05,2.6223999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,14,0,268,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,14,1,269,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,14,2,270,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,14,3,271,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,15,0,396,2.4999999999999998e-05,3.056e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,15,1,397,2.4999999999999998e-05,2.9807999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,15,2,398,2.4999999999999998e-05,3.1503999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,15,3,399,2.4999999999999998e-05,3.2448e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,16,0,16,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,16,1,17,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,16,2,18,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,16,3,19,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,17,0,144,2.4999999999999998e-05,3.0879999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,17,1,145,2.4999999999999998e-05,3.1255999999999993e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,17,2,146,2.4999999999999998e-05,3.0919999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,17,3,147,2.4999999999999998e-05,3.344e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,18,0,272,2.2e-05,2.6159999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,18,1,273,2.2e-05,2.5983999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,18,2,274,2.2e-05,2.8423999999999998e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,18,3,275,2.2e-05,2.6167999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,19,0,400,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,19,1,401,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,19,2,402,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,19,3,403,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,20,0,20,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,20,1,21,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,20,2,22,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,20,3,23,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,21,0,148,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,21,1,149,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,21,2,150,2.1e-05,2.4895999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,21,3,151,2.1e-05,2.6975999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,22,0,276,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,22,1,277,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,22,2,278,2.4e-05,3.0087999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,22,3,279,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,23,0,404,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,23,1,405,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,23,2,406,2.1e-05,2.6519999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,23,3,407,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,6,24,0,24,2.4999999999999998e-05,3.0351999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,24,1,25,2.4999999999999998e-05,3.0287999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,24,2,26,2.4999999999999998e-05,3.088799999999999e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,24,3,27,2.4999999999999998e-05,3.1015999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,25,0,152,2.4999999999999998e-05,3.0167999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,25,1,153,2.4999999999999998e-05,2.9799999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,25,2,154,2.4999999999999998e-05,3.071199999999999e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,25,3,155,2.4999999999999998e-05,3.088799999999999e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,26,0,280,2.4999999999999998e-05,3.0087999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,6,26,1,281,2.4999999999999998e-05,3.0199999999999995e-05,1,1
