condition,trial,sample,logical_neuron,replica,physical_coordinate,nominal_input_s,first_spike_s,fired,spike_count
ttfs_M1_local-pool_dedicated,1,9,17,0,132,2.4999999999999998e-05,3.2071999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,9,18,0,260,2.2e-05,2.7095999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,9,19,0,388,1.9999999999999998e-05,2.5087999999999998e-05,1,1
ttfs_M1_local-pool_dedicated,1,9,20,0,5,2.2e-05,2.7823999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,9,21,0,133,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,9,22,0,261,2.3e-05,2.9079999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,9,23,0,389,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,9,24,0,6,2.4999999999999998e-05,3.0535999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,9,25,0,134,2.4999999999999998e-05,3.1224e-05,1,1
ttfs_M1_local-pool_dedicated,1,9,26,0,262,2.4999999999999998e-05,3.0311999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,9,27,0,390,2.4999999999999998e-05,2.9919999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,9,28,0,7,2.4999999999999998e-05,2.9951999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,9,29,0,135,2.4999999999999998e-05,3.0159999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,0,0,0,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,1,0,128,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,2,0,256,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,4,0,1,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,5,0,129,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,6,0,257,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,7,0,385,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,8,0,2,2.4999999999999998e-05,3.439199999999999e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,9,0,130,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,10,0,258,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,11,0,386,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,12,0,3,1.9999999999999998e-05,2.4575999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,13,0,131,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,14,0,259,2.4999999999999998e-05,3.2791999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,15,0,387,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,16,0,4,2.4999999999999998e-05,3.0039999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,17,0,132,2.4999999999999998e-05,3.5607999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,18,0,260,2.4999999999999998e-05,3.0335999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,19,0,388,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,20,0,5,2.4999999999999998e-05,3.1151999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,21,0,133,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,10,22,0,261,2.1e-05,2.6487999999999998e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,23,0,389,2.4999999999999998e-05,3.1255999999999993e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,24,0,6,2.4999999999999998e-05,3.0703999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,25,0,134,2.4999999999999998e-05,3.14e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,26,0,262,2.4999999999999998e-05,3.0551999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,27,0,390,2.4999999999999998e-05,3.0271999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,28,0,7,2.4999999999999998e-05,3.0367999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,10,29,0,135,2.4999999999999998e-05,3.0367999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,11,0,0,0,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,1,0,128,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,2,0,256,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,4,0,1,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,5,0,129,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,6,0,257,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,7,0,385,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,8,0,2,2.4999999999999998e-05,3.2e-05,1,1
ttfs_M1_local-pool_dedicated,1,11,9,0,130,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,10,0,258,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,11,0,386,1.8999999999999998e-05,2.3751999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,11,12,0,3,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,13,0,131,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,14,0,259,2.4999999999999998e-05,3.1944e-05,1,1
ttfs_M1_local-pool_dedicated,1,11,15,0,387,2.4999999999999998e-05,3.1128e-05,1,1
ttfs_M1_local-pool_dedicated,1,11,16,0,4,2.4999999999999998e-05,2.9335999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,11,17,0,132,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,18,0,260,2.4999999999999998e-05,3.0071999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,11,19,0,388,2.4999999999999998e-05,3.0007999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,11,20,0,5,2.4999999999999998e-05,3.0776e-05,1,1
ttfs_M1_local-pool_dedicated,1,11,21,0,133,2.3e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,22,0,261,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,23,0,389,2.4999999999999998e-05,3.071199999999999e-05,1,1
ttfs_M1_local-pool_dedicated,1,11,24,0,6,2.4999999999999998e-05,3.0247999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,11,25,0,134,2.3e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,26,0,262,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,11,27,0,390,2.4999999999999998e-05,3.0135999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,11,28,0,7,2.4999999999999998e-05,3.0015999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,11,29,0,135,2.4999999999999998e-05,3.0127999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,0,0,0,2.1e-05,2.6367999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,0,1,1,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,0,2,2,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,0,3,3,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,1,0,128,2.1e-05,2.8095999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,1,1,129,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,1,2,130,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,1,3,131,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,2,0,256,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,2,1,257,2.4999999999999998e-05,3.2488e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,2,2,258,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,2,3,259,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,3,1,385,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,3,2,386,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,3,3,387,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,4,0,4,2.4999999999999998e-05,3.061599999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,4,1,5,2.4999999999999998e-05,3.3712e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,4,2,6,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,4,3,7,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,5,0,132,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,5,1,133,2.1e-05,2.6487999999999998e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,5,2,134,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,5,3,135,2.1e-05,2.7815999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,6,0,260,2.4999999999999998e-05,3.102399999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,6,1,261,2.4999999999999998e-05,3.2375999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,6,2,262,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,6,3,263,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,7,0,388,2.4999999999999998e-05,3.2647999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,7,1,389,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,7,2,390,2.4999999999999998e-05,3.1079999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,7,3,391,2.4999999999999998e-05,3.1799999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,8,0,8,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,8,1,9,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,8,2,10,2.4999999999999998e-05,3.160799999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,8,3,11,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,9,0,136,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,9,1,137,2.2e-05,2.7887999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,9,2,138,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,9,3,139,2.2e-05,2.9311999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,10,0,264,2.4999999999999998e-05,3.1088e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,10,1,265,2.4999999999999998e-05,3.1775999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,10,2,266,2.4999999999999998e-05,2.9863999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,10,3,267,2.4999999999999998e-05,3.331999999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,11,0,392,2.4999999999999998e-05,3.3503999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,11,1,393,2.4999999999999998e-05,3.1224e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,11,2,394,2.4999999999999998e-05,3.1632e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,11,3,395,2.4999999999999998e-05,3.259999999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,12,0,12,2.4999999999999998e-05,3.0471999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,12,1,13,2.4999999999999998e-05,3.2383999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,12,2,14,2.4999999999999998e-05,3.0271999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,12,3,15,2.4999999999999998e-05,3.212e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,13,0,140,2.2e-05,2.8271999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,13,1,141,2.2e-05,2.6399999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,13,2,142,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,13,3,143,2.2e-05,2.6231999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,14,0,268,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,14,1,269,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,14,2,270,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,14,3,271,1.9999999999999998e-05,2.3871999999999998e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,15,0,396,2.4999999999999998e-05,3.1095999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,15,1,397,2.4999999999999998e-05,2.9655999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,15,2,398,2.4999999999999998e-05,3.123999999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,15,3,399,2.4999999999999998e-05,3.2279999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,16,0,16,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,16,1,17,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,16,2,18,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,16,3,19,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,17,0,144,2.4999999999999998e-05,3.0776e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,17,1,145,2.4999999999999998e-05,3.160799999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,17,2,146,2.4999999999999998e-05,3.098399999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,17,3,147,2.4999999999999998e-05,3.2024e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,18,0,272,2.2e-05,2.5991999999999998e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,18,1,273,2.2e-05,2.5703999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,18,2,274,2.2e-05,2.6567999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,18,3,275,2.2e-05,2.5711999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,19,0,400,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,19,1,401,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,19,2,402,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,19,3,403,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,20,0,20,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,20,1,21,2.2e-05,2.8095999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,20,2,22,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,20,3,23,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,21,0,148,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,21,1,149,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,21,2,150,2.1e-05,2.4591999999999998e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,21,3,151,2.1e-05,2.5799999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,22,0,276,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,22,1,277,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,22,2,278,2.4e-05,2.9727999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,22,3,279,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,23,0,404,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,23,1,405,1.9999999999999998e-05,2.5911999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,23,2,406,1.9999999999999998e-05,2.5383999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,23,3,407,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,0,24,0,24,2.4999999999999998e-05,3.0255999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,24,1,25,2.4999999999999998e-05,3.0247999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,24,2,26,2.4999999999999998e-05,3.1055999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,24,3,27,2.4999999999999998e-05,3.0872e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,25,0,152,2.4999999999999998e-05,3.0119999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,25,1,153,2.4999999999999998e-05,2.9743999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,25,2,154,2.4999999999999998e-05,3.0663999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,25,3,155,2.4999999999999998e-05,3.1015999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,26,0,280,2.4999999999999998e-05,3.0151999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,26,1,281,2.4999999999999998e-05,3.0175999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,26,2,282,2.4999999999999998e-05,3.1344e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,26,3,283,2.4999999999999998e-05,3.0263999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,27,0,408,2.4999999999999998e-05,3.0832e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,27,1,409,2.4999999999999998e-05,3.0992e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,27,2,410,2.4999999999999998e-05,3.1599999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,27,3,411,2.4999999999999998e-05,2.9703999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,28,0,28,2.4999999999999998e-05,2.9863999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,28,1,29,2.4999999999999998e-05,3.0191999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,28,2,30,2.4999999999999998e-05,2.9775999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,28,3,31,2.4999999999999998e-05,2.9807999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,29,0,156,2.4999999999999998e-05,3.068e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,29,1,157,2.4999999999999998e-05,2.9207999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,29,2,158,2.4999999999999998e-05,3.0047999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,0,29,3,159,2.4999999999999998e-05,2.9183999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,0,0,0,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,0,1,1,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,0,2,2,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,0,3,3,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,1,0,128,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,1,1,129,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,1,2,130,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,1,3,131,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,2,0,256,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,2,1,257,2.4999999999999998e-05,3.1519999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,2,2,258,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,2,3,259,2.4999999999999998e-05,3.5039999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,3,1,385,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,3,2,386,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,3,3,387,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,4,0,4,2.4999999999999998e-05,2.9935999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,4,1,5,2.4999999999999998e-05,3.1344e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,4,2,6,2.4999999999999998e-05,3.4104e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,4,3,7,2.4999999999999998e-05,3.3072e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,5,0,132,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,5,1,133,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,5,2,134,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,5,3,135,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,6,0,260,2.2e-05,2.7903999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,6,1,261,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,6,2,262,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,6,3,263,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,7,0,388,2.4999999999999998e-05,3.1327999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,7,1,389,2.4999999999999998e-05,3.322399999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,7,2,390,2.4999999999999998e-05,3.0119999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,7,3,391,2.4999999999999998e-05,3.0743999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,8,0,8,2.4999999999999998e-05,3.353599999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,8,1,9,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,8,2,10,2.4999999999999998e-05,3.079199999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,8,3,11,2.4999999999999998e-05,3.2415999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,9,0,136,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,9,1,137,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,9,2,138,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,9,3,139,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,10,0,264,2.4999999999999998e-05,3.0439999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,10,1,265,2.4999999999999998e-05,3.068e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,10,2,266,2.4999999999999998e-05,2.9391999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,10,3,267,2.4999999999999998e-05,3.2111999999999993e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,11,0,392,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,11,1,393,2.4e-05,3.0896e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,11,2,394,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,11,3,395,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,12,0,12,2.4999999999999998e-05,3.0079999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,12,1,13,2.4999999999999998e-05,3.1416e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,12,2,14,2.4999999999999998e-05,3.0191999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,12,3,15,2.4999999999999998e-05,3.1855999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,13,0,140,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,13,1,141,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,13,2,142,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,13,3,143,2.1e-05,2.6815999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,14,0,268,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,14,1,269,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,14,2,270,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,14,3,271,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,15,0,396,2.4999999999999998e-05,3.0367999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,15,1,397,2.4999999999999998e-05,2.9511999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,15,2,398,2.4999999999999998e-05,3.0856e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,15,3,399,2.4999999999999998e-05,3.132e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,16,0,16,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,16,1,17,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,16,2,18,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,16,3,19,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,17,0,144,2.2e-05,2.8407999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,17,1,145,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,17,2,146,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,17,3,147,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,18,0,272,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,18,1,273,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,18,2,274,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,18,3,275,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,19,0,400,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,19,1,401,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,19,2,402,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,19,3,403,2.2e-05,2.9111999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,20,0,20,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,20,1,21,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,20,2,22,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,20,3,23,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,21,0,148,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,21,1,149,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,21,2,150,1.9999999999999998e-05,2.3879999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,21,3,151,1.9999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,1,22,0,276,2.4e-05,3.2432e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,22,1,277,2.4e-05,3.2664e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,22,2,278,2.4e-05,2.8903999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,22,3,279,2.4e-05,3.1151999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,23,0,404,2.4999999999999998e-05,3.1304e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,23,1,405,2.4999999999999998e-05,3.0863999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,1,23,2,406,2.4999999999999998e-05,3.0231999999999994e-05,1,1
