primitive,stage,split,device,physical_coordinate,input_code,ideal_variable,sample_count,mean,variance,miss_rate,multiple_spike_rate,saturation_rate
psi-int,transfer,calibration,8,101,23.0,23.0,128,27.1328125,18.10033218503937,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,23.0,46.0,128,50.3125,19.255905511811022,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,24.0,-48.0,128,-42.3125,19.6496062992126,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,24.0,-24.0,128,-19.890625,26.255659448818896,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,24.0,24.0,128,28.3203125,21.93596210629921,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,24.0,48.0,128,51.515625,19.13361220472441,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,25.0,-50.0,128,-43.8125,19.75984251968504,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,25.0,-25.0,128,-20.53125,24.66043307086614,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,25.0,25.0,128,28.578125,21.694635826771652,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,25.0,50.0,128,53.5390625,18.360666830708663,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,26.0,-52.0,128,-45.296875,19.91117125984252,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,26.0,-26.0,128,-21.2421875,22.86214320866142,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,26.0,26.0,128,30.015625,20.755659448818896,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,26.0,52.0,128,55.1953125,18.18989911417323,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,27.0,-54.0,128,-46.59375,20.81003937007874,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,27.0,-27.0,128,-22.2734375,26.656926673228348,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,27.0,27.0,128,30.90625,19.219488188976378,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,27.0,54.0,128,56.4296875,20.388718011811022,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,28.0,-56.0,128,-48.515625,17.999753937007874,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,28.0,-28.0,128,-23.0234375,24.4955093503937,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,28.0,28.0,128,31.890625,21.32652559055118,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,28.0,56.0,128,57.9765625,18.007320374015748,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,29.0,-58.0,128,-49.921875,15.72613188976378,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,29.0,-29.0,128,-24.046875,25.352116141732285,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,29.0,29.0,128,32.546875,22.674950787401574,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,29.0,58.0,128,59.78125,17.936023622047244,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,30.0,-60.0,128,-51.125,15.023622047244094,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,30.0,-30.0,128,-24.65625,28.132874015748033,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,30.0,30.0,128,33.4609375,18.29767470472441,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,30.0,60.0,128,61.7734375,17.31046998031496,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,31.0,-62.0,128,-52.3203125,15.983206200787402,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,31.0,-31.0,128,-25.5546875,25.036355807086615,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,31.0,31.0,128,34.0,19.086614173228348,0.0,0.0,0.0
psi-int,transfer,calibration,8,101,31.0,62.0,128,62.953125,19.08439960629921,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,0.0,-0.0,128,-0.0703125,0.9005290354330708,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,0.0,-0.0,128,-0.140625,1.0036909448818898,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,0.0,0.0,128,-0.1640625,0.8783833661417323,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,0.0,0.0,128,0.1328125,0.9349778543307087,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,1.0,-2.0,128,0.5234375,13.369525098425196,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,1.0,-1.0,128,1.6484375,16.78094242125984,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,1.0,1.0,128,-1.4296875,25.711552657480315,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,1.0,2.0,128,-2.2109375,20.939406988188978,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,2.0,-4.0,128,1.75,15.10236220472441,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,2.0,-2.0,128,4.3203125,21.652497539370078,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,2.0,2.0,128,3.484375,29.65329724409449,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,2.0,4.0,128,3.0703125,23.640686515748033,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,3.0,-6.0,128,-5.859375,14.546998031496063,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,3.0,-3.0,128,-1.2421875,20.97237942913386,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,3.0,3.0,128,3.15625,30.148622047244096,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,3.0,6.0,128,6.203125,21.06077755905512,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,4.0,-8.0,128,-8.5546875,16.044229822834644,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,4.0,-4.0,128,-3.3046875,20.859190452755904,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,4.0,4.0,128,5.1015625,33.30456446850393,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,4.0,8.0,128,10.0234375,19.282910925196852,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,5.0,-10.0,128,-11.140625,17.318651574803148,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,5.0,-5.0,128,-4.296875,20.667076771653544,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,5.0,5.0,128,6.5,29.905511811023622,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,5.0,10.0,128,12.3046875,21.07966289370079,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,6.0,-12.0,128,-13.3203125,15.573757381889763,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,6.0,-6.0,128,-5.40625,22.02263779527559,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,6.0,6.0,128,7.8203125,25.298166830708663,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,6.0,12.0,128,15.4453125,20.01273375984252,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,7.0,-14.0,128,-15.8125,16.18503937007874,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,7.0,-7.0,128,-6.546875,25.74581692913386,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,7.0,7.0,128,9.4765625,26.613619586614174,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,7.0,14.0,128,17.5,18.834645669291337,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,8.0,-16.0,128,-17.8046875,17.056040846456693,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,8.0,-8.0,128,-7.7421875,21.61017470472441,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,8.0,8.0,128,10.46875,28.943897637795274,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,8.0,16.0,128,20.0078125,21.015686515748033,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,9.0,-18.0,128,-19.7734375,16.853777066929133,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,9.0,-9.0,128,-8.5703125,23.034387303149607,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,9.0,9.0,128,11.8203125,30.76273375984252,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,9.0,18.0,128,22.1640625,19.902005413385826,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,10.0,-20.0,128,-21.734375,15.897391732283465,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,10.0,-10.0,128,-9.65625,21.77066929133858,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,10.0,10.0,128,12.6328125,30.344426673228348,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,10.0,20.0,128,24.2578125,22.19285187007874,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,11.0,-22.0,128,-23.5546875,17.319820374015748,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,11.0,-11.0,128,-11.0234375,23.519131397637796,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,11.0,11.0,128,13.8359375,31.744525098425196,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,11.0,22.0,128,26.8046875,20.693836122047244,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,12.0,-24.0,128,-25.0234375,19.37739911417323,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,12.0,-12.0,128,-11.84375,25.487204724409448,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,12.0,12.0,128,14.484375,28.913139763779526,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,12.0,24.0,128,28.671875,18.09621062992126,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,13.0,-26.0,128,-27.1953125,17.544229822834644,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,13.0,-13.0,128,-12.2421875,22.074741633858267,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,13.0,13.0,128,15.3984375,30.619525098425196,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,13.0,26.0,128,30.8359375,21.429564468503937,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,14.0,-28.0,128,-28.5703125,17.2076156496063,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,14.0,-14.0,128,-13.3671875,19.557025098425196,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,14.0,14.0,128,16.5,28.661417322834644,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,14.0,28.0,128,32.4375,18.81496062992126,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,15.0,-30.0,128,-30.1875,17.492125984251967,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,15.0,-15.0,128,-14.2578125,21.46844242125984,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,15.0,15.0,128,17.3828125,28.316867618110237,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,15.0,30.0,128,34.0546875,19.107221948818896,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,16.0,-32.0,128,-31.96875,19.101377952755904,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,16.0,-16.0,128,-15.296875,20.493848425196852,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,16.0,16.0,128,18.6171875,26.096395177165356,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,16.0,32.0,128,35.984375,20.267470472440944,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,17.0,-34.0,128,-33.203125,18.100147637795274,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,17.0,-17.0,128,-15.875,19.10236220472441,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,17.0,17.0,128,18.8359375,28.232714074803148,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,17.0,34.0,128,37.78125,19.306102362204726,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,18.0,-36.0,128,-34.421875,18.30880905511811,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,18.0,-18.0,128,-16.8515625,18.001414862204726,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,18.0,18.0,128,20.0546875,30.729269192913385,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,18.0,36.0,128,39.453125,17.871801181102363,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,19.0,-38.0,128,-35.890625,16.365895669291337,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,19.0,-19.0,128,-17.8671875,20.21056840551181,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,19.0,19.0,128,21.140625,25.6808562992126,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,19.0,38.0,128,41.3828125,21.246001476377952,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,20.0,-40.0,128,-37.8125,17.066929133858267,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,20.0,-20.0,128,-18.5390625,21.022084153543307,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,20.0,20.0,128,21.875,29.19685039370079,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,20.0,40.0,128,42.8984375,19.462044783464567,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,21.0,-42.0,128,-39.3828125,13.844426673228346,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,21.0,-21.0,128,-19.4375,19.791338582677167,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,21.0,21.0,128,22.75,30.976377952755904,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,21.0,42.0,128,44.5625,19.14566929133858,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,22.0,-44.0,128,-41.28125,17.47933070866142,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,22.0,-22.0,128,-20.296875,21.029281496062993,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,22.0,22.0,128,23.6015625,27.973855807086615,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,22.0,44.0,128,46.390625,18.980068897637796,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,23.0,-46.0,128,-42.671875,15.056840551181102,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,23.0,-23.0,128,-21.1953125,22.25289124015748,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,23.0,23.0,128,24.140625,28.830462598425196,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,23.0,46.0,128,48.1953125,20.174151082677167,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,24.0,-48.0,128,-44.1015625,14.611651082677165,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,24.0,-24.0,128,-21.7265625,23.082123523622048,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,24.0,24.0,128,25.1328125,30.808993602362204,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,24.0,48.0,128,50.2734375,20.641178641732285,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,25.0,-50.0,128,-45.5546875,14.926119586614174,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,25.0,-25.0,128,-22.65625,19.9753937007874,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,25.0,25.0,128,26.03125,25.731299212598426,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,25.0,50.0,128,51.984375,20.377706692913385,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,26.0,-52.0,128,-46.96875,13.794291338582678,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,26.0,-26.0,128,-23.796875,18.840305118110237,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,26.0,26.0,128,26.3828125,31.781434547244096,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,26.0,52.0,128,53.46875,21.825787401574804,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,27.0,-54.0,128,-48.515625,13.858021653543307,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,27.0,-27.0,128,-24.515625,18.424950787401574,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,27.0,27.0,128,27.78125,27.306102362204726,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,27.0,54.0,128,55.6953125,20.402497539370078,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,28.0,-56.0,128,-50.0703125,13.798166830708661,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,28.0,-28.0,128,-24.8125,16.70472440944882,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,28.0,28.0,128,28.421875,28.214320866141733,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,28.0,56.0,128,57.1640625,25.697281003937007,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,29.0,-58.0,128,-51.7734375,13.452202263779528,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,29.0,-29.0,128,-25.609375,18.082431102362204,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,29.0,29.0,128,29.296875,30.147391732283463,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,29.0,58.0,128,58.7578125,24.515686515748033,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,30.0,-60.0,128,-53.25,13.653543307086615,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,30.0,-30.0,128,-26.4140625,18.276021161417322,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,30.0,30.0,128,30.140625,29.27140748031496,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,30.0,60.0,128,60.765625,24.858021653543307,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,31.0,-62.0,128,-54.5546875,14.59541092519685,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,31.0,-31.0,128,-27.515625,17.621801181102363,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,31.0,31.0,128,30.5625,30.736220472440944,0.0,0.0,0.0
psi-int,transfer,calibration,9,13,31.0,62.0,128,62.515625,23.212352362204726,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,0.0,-0.0,128,-0.21875,1.0226377952755905,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,0.0,-0.0,128,-0.3046875,1.5993479330708662,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,0.0,0.0,128,-0.234375,1.1887303149606299,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,0.0,0.0,128,-0.3203125,0.9438361220472441,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,1.0,-2.0,128,4.1796875,22.76273375984252,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,1.0,-1.0,128,4.15625,20.069881889763778,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,1.0,1.0,128,3.484375,16.330462598425196,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,1.0,2.0,128,2.515625,19.55880905511811,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,2.0,-4.0,128,4.53125,23.510826771653544,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,2.0,-2.0,128,4.3828125,19.86017470472441,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,2.0,2.0,128,3.4296875,17.74304872047244,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,2.0,4.0,128,2.796875,16.604084645669293,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,3.0,-6.0,128,-2.0,20.04724409448819,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,3.0,-3.0,128,-0.8203125,19.219426673228348,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,3.0,3.0,128,2.015625,21.07062007874016,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,3.0,6.0,128,4.359375,18.594242125984252,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,4.0,-8.0,128,-4.25,21.653543307086615,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,4.0,-4.0,128,0.28125,17.400590551181104,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,4.0,4.0,128,10.0859375,16.331139271653544,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,4.0,8.0,128,16.1484375,18.93054872047244,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,5.0,-10.0,128,-7.1875,20.594488188976378,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,5.0,-5.0,128,-0.828125,18.080462598425196,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,5.0,5.0,128,12.140625,16.84621062992126,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,5.0,10.0,128,19.7734375,18.79078494094488,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,6.0,-12.0,128,-9.6796875,22.786355807086615,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,6.0,-6.0,128,-2.59375,17.455708661417322,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,6.0,6.0,128,14.0234375,15.566375492125983,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,6.0,12.0,128,22.8203125,18.18005659448819,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,7.0,-14.0,128,-11.6875,20.38976377952756,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,7.0,-7.0,128,-3.21875,18.313976377952756,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,7.0,7.0,128,15.1171875,18.261749507874015,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,7.0,14.0,128,26.1171875,18.86017470472441,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,8.0,-16.0,128,-14.21875,24.361220472440944,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,8.0,-8.0,128,-4.359375,21.22416338582677,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,8.0,8.0,128,16.5078125,16.78734005905512,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,8.0,16.0,128,28.4921875,17.0078125,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,9.0,-18.0,128,-16.375,20.58267716535433,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,9.0,-9.0,128,-4.9375,20.23228346456693,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,9.0,9.0,128,17.34375,15.597440944881889,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,9.0,18.0,128,31.390625,17.90920275590551,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,10.0,-20.0,128,-18.2890625,23.466966043307085,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,10.0,-10.0,128,-6.5546875,21.083599901574804,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,10.0,10.0,128,18.8984375,18.076218011811022,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,10.0,20.0,128,33.7421875,21.169229822834644,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,11.0,-22.0,128,-21.015625,24.818651574803148,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,11.0,-11.0,128,-7.28125,19.353346456692915,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,11.0,11.0,128,19.9453125,18.020607775590552,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,11.0,22.0,128,36.4375,19.665354330708663,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,12.0,-24.0,128,-22.140625,22.9564468503937,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,12.0,-12.0,128,-8.375,21.35433070866142,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,12.0,12.0,128,21.2109375,15.711060531496063,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,12.0,24.0,128,38.75,21.62204724409449,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,13.0,-26.0,128,-24.09375,22.778543307086615,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,13.0,-13.0,128,-8.96875,19.936023622047244,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,13.0,13.0,128,22.109375,17.594242125984252,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,13.0,26.0,128,40.3046875,19.552103838582678,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,14.0,-28.0,128,-25.75,22.976377952755904,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,14.0,-14.0,128,-9.671875,21.702509842519685,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,14.0,14.0,128,23.171875,17.56077755905512,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,14.0,28.0,128,42.6796875,19.93596210629921,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,15.0,-30.0,128,-27.140625,27.806840551181104,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,15.0,-15.0,128,-10.1328125,22.761749507874015,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,15.0,15.0,128,23.9296875,18.47533218503937,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,15.0,30.0,128,44.640625,18.704478346456693,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,16.0,-32.0,128,-29.6484375,23.221887303149607,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,16.0,-16.0,128,-11.4921875,21.417261318897637,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,16.0,16.0,128,25.3828125,16.143639271653544,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,16.0,32.0,128,46.71875,19.400590551181104,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,17.0,-34.0,128,-30.7890625,25.506336122047244,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,17.0,-17.0,128,-12.078125,20.765501968503937,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,17.0,17.0,128,25.953125,18.186761811023622,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,17.0,34.0,128,48.3828125,20.80505659448819,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,18.0,-36.0,128,-32.2421875,25.55505659448819,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,18.0,-18.0,128,-12.640625,18.75172244094488,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,18.0,18.0,128,27.453125,17.24187992125984,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,18.0,36.0,128,50.15625,15.896653543307087,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,19.0,-38.0,128,-34.015625,25.637549212598426,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,19.0,-19.0,128,-13.59375,20.636811023622048,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,19.0,19.0,128,28.1484375,17.71795029527559,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,19.0,38.0,128,52.3515625,17.34787155511811,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,20.0,-40.0,128,-36.015625,21.117864173228348,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,20.0,-20.0,128,-14.75,22.913385826771652,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,20.0,20.0,128,28.921875,20.922982283464567,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,20.0,40.0,128,54.3515625,20.497477854330707,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,21.0,-42.0,128,-37.8984375,21.36755659448819,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,21.0,-21.0,128,-15.515625,18.865895669291337,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,21.0,21.0,128,29.7265625,20.704170767716537,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,21.0,42.0,128,56.4375,18.106299212598426,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,22.0,-44.0,128,-39.5546875,22.768639271653544,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,22.0,-22.0,128,-15.9296875,17.561946358267715,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,22.0,22.0,128,31.0234375,18.27503690944882,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,22.0,44.0,128,58.71875,22.471456692913385,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,23.0,-46.0,128,-40.9296875,21.294229822834644,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,23.0,-23.0,128,-16.671875,18.962352362204726,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,23.0,23.0,128,31.7421875,21.20072588582677,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,23.0,46.0,128,60.265625,24.700541338582678,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,24.0,-48.0,128,-42.65625,19.628937007874015,0.0,0.0,0.0
psi-int,transfer,calibration,10,57,24.0,-24.0,128,-17.546875,18.045029527559056,0.0,0.0,0.0
