primitive,stage,split,device,physical_coordinate,input_code,ideal_variable,sample_count,mean,variance,miss_rate,multiple_spike_rate,saturation_rate
phi-nl,transfer,calibration,3,1,1.0,0.0,128,1.2360499999999976e-05,1.446135433070871e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,2.0,0.6931471805599453,128,1.1973187499999975e-05,1.1016324015747928e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,3.0,1.0986122886681098,128,1.1728499999999974e-05,1.7071848818897666e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,4.0,1.3862943611198906,128,1.1487562499999975e-05,9.736698818897647e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,5.0,1.6094379124341003,128,1.1326874999999974e-05,1.0420785826771603e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,6.0,1.791759469228055,128,1.1022999999999974e-05,8.844699212598346e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,7.0,1.9459101490553132,128,1.1053187499999973e-05,4.527832677165347e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,8.0,2.0794415416798357,128,1.0692187499999976e-05,1.2548229527558868e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,9.0,2.1972245773362196,128,1.0485812499999978e-05,8.223517716535238e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,10.0,2.302585092994046,128,1.0310249999999981e-05,5.462368503936904e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,11.0,2.3978952727983707,128,1.0160437499999974e-05,7.272446850393462e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,12.0,2.4849066497880004,128,9.994374999999973e-06,3.342146456692764e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,13.0,2.5649493574615367,128,9.872249999999975e-06,6.054998425196777e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,14.0,2.6390573296152584,128,9.801062499999974e-06,4.992440551181065e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,15.0,2.70805020110221,128,9.781124999999975e-06,3.928565354330666e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,16.0,2.772588722239781,128,9.516312499999974e-06,5.439385433070879e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,17.0,2.833213344056216,128,9.409249999999974e-06,2.6753448818897264e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,18.0,2.8903717578961645,128,9.248562499999975e-06,2.290613779527473e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,19.0,2.9444389791664403,128,9.167062499999973e-06,4.3467208661415176e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,20.0,2.995732273553991,128,9.121249999999975e-06,3.4817448818898124e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,21.0,3.044522437723423,128,9.001312499999975e-06,3.942377559055064e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,22.0,3.091042453358316,128,8.758624999999974e-06,2.6829716535432172e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,23.0,3.1354942159291497,128,8.692187499999978e-06,4.0979114173229665e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,24.0,3.1780538303479458,128,8.518437499999975e-06,2.410034251968477e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,25.0,3.2188758248682006,128,8.497562499999975e-06,2.690525590551164e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,26.0,3.258096538021482,128,8.424624999999975e-06,2.2477212598425405e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,27.0,3.295836866004329,128,8.369374999999974e-06,2.0440803149605088e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,28.0,3.332204510175204,128,8.310062499999976e-06,2.3271555118108718e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,29.0,3.367295829986474,128,8.321249999999974e-06,2.4228724409448412e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,30.0,3.4011973816621555,128,8.265874999999976e-06,2.2232173228345688e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,3,1,31.0,3.4339872044851463,128,8.105687499999975e-06,2.2216216535432696e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,1.0,0.0,128,1.1677062499999976e-05,1.1306519291338524e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,2.0,0.6931471805599453,128,1.1433562499999975e-05,1.3661032677165376e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,3.0,1.0986122886681098,128,1.1257874999999974e-05,1.9361510236220537e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,4.0,1.3862943611198906,128,1.0838312499999976e-05,8.151146062992047e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,5.0,1.6094379124341003,128,1.0956749999999976e-05,1.389570393700812e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,6.0,1.791759469228055,128,1.0506499999999975e-05,6.5825007874015e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,7.0,1.9459101490553132,128,1.0650687499999975e-05,8.277999606299301e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,8.0,2.0794415416798357,128,1.0435187499999975e-05,1.7413375984252144e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,9.0,2.1972245773362196,128,1.0277687499999977e-05,8.243013779527344e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,10.0,2.302585092994046,128,1.0207562499999974e-05,8.173687795275604e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,11.0,2.3978952727983707,128,1.0164937499999974e-05,9.231130314960593e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,12.0,2.4849066497880004,128,9.837687499999974e-06,5.732500393700607e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,13.0,2.5649493574615367,128,9.711374999999974e-06,8.340319685039401e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,14.0,2.6390573296152584,128,9.579249999999974e-06,5.507067716535668e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,15.0,2.70805020110221,128,9.405187499999975e-06,5.839782283464754e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,16.0,2.772588722239781,128,9.247187499999977e-06,7.152361811023772e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,17.0,2.833213344056216,128,9.088812499999974e-06,6.100443700787249e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,18.0,2.8903717578961645,128,9.024562499999974e-06,5.452919291338538e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,19.0,2.9444389791664403,128,8.932687499999977e-06,5.3279775590549513e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,20.0,2.995732273553991,128,8.852687499999976e-06,6.858031102362304e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,21.0,3.044522437723423,128,8.681749999999973e-06,6.573448818897766e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,22.0,3.091042453358316,128,8.585437499999975e-06,3.781284645669314e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,23.0,3.1354942159291497,128,8.479562499999971e-06,5.715987007874087e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,24.0,3.1780538303479458,128,8.449749999999974e-06,4.231351181102336e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,25.0,3.2188758248682006,128,8.308999999999974e-06,4.993511811023631e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,26.0,3.258096538021482,128,8.311249999999976e-06,2.963496062991995e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,27.0,3.295836866004329,128,8.290499999999974e-06,2.267086614173159e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,28.0,3.332204510175204,128,8.082437499999975e-06,3.6670043307085825e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,29.0,3.367295829986474,128,8.018437499999973e-06,3.210739763779483e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,30.0,3.4011973816621555,128,7.918374999999973e-06,2.837201574803159e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,4,134,31.0,3.4339872044851463,128,7.861562499999976e-06,2.7641507874015634e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,1.0,0.0,128,1.0762374999999977e-05,9.779941732283279e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,2.0,0.6931471805599453,128,1.0597249999999975e-05,9.575955905511569e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,3.0,1.0986122886681098,128,1.0381187499999977e-05,7.335668897637762e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,4.0,1.3862943611198906,128,1.0325437499999977e-05,5.2122137795275464e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,5.0,1.6094379124341003,128,1.0075874999999976e-05,6.940420472440891e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,6.0,1.791759469228055,128,9.745187499999973e-06,5.1760468503935683e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,7.0,1.9459101490553132,128,9.913937499999977e-06,7.439999606299033e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,8.0,2.0794415416798357,128,9.756312499999974e-06,9.40738543307084e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,9.0,2.1972245773362196,128,9.419374999999973e-06,5.149995275590363e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,10.0,2.302585092994046,128,9.200624999999973e-06,4.704514960629742e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,11.0,2.3978952727983707,128,9.233624999999975e-06,5.8948897637795e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,12.0,2.4849066497880004,128,9.390749999999974e-06,4.996781102362095e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,13.0,2.5649493574615367,128,9.170687499999974e-06,7.91466102362194e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,14.0,2.6390573296152584,128,8.998437499999974e-06,2.893612204724318e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,15.0,2.70805020110221,128,8.882062499999975e-06,3.8821539370078076e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,16.0,2.772588722239781,128,8.701624999999974e-06,3.889522834645671e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,17.0,2.833213344056216,128,8.582187499999976e-06,2.7967712598425063e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,18.0,2.8903717578961645,128,8.366249999999974e-06,1.9217070866141215e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,19.0,2.9444389791664403,128,8.433437499999975e-06,3.361605905511775e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,20.0,2.995732273553991,128,8.322437499999974e-06,5.568560236220432e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,21.0,3.044522437723423,128,8.301124999999974e-06,2.5059511811023185e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,22.0,3.091042453358316,128,8.026999999999974e-06,3.0714960629921304e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,23.0,3.1354942159291497,128,8.077249999999976e-06,3.142696062992194e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,24.0,3.1780538303479458,128,8.061437499999974e-06,2.2843397637794772e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,25.0,3.2188758248682006,128,7.962812499999975e-06,2.4651177165354353e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,26.0,3.258096538021482,128,7.856499999999976e-06,3.240289763779478e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,27.0,3.295836866004329,128,7.748999999999976e-06,2.3370582677164848e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,28.0,3.332204510175204,128,7.584249999999976e-06,1.6886866141731402e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,29.0,3.367295829986474,128,7.480624999999975e-06,2.988407874015632e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,30.0,3.4011973816621555,128,7.4714374999999765e-06,2.0830925196850396e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,5,141,31.0,3.4339872044851463,128,7.439062499999975e-06,1.5062295275590183e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,1.0,0.0,128,1.0894124999999973e-05,1.1050984251968271e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,2.0,0.6931471805599453,128,1.0790562499999975e-05,4.614796456692967e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,3.0,1.0986122886681098,128,1.0825562499999974e-05,1.1522827952756119e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,4.0,1.3862943611198906,128,1.0411874999999974e-05,4.980004724409343e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,5.0,1.6094379124341003,128,1.0311874999999973e-05,6.299311811023547e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,6.0,1.791759469228055,128,1.0254249999999974e-05,3.165927559054949e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,7.0,1.9459101490553132,128,1.0119624999999977e-05,3.6307511811023535e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,8.0,2.0794415416798357,128,9.996374999999976e-06,1.0146656692913401e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,9.0,2.1972245773362196,128,9.884624999999975e-06,3.02136535433066e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,10.0,2.302585092994046,128,9.705437499999977e-06,4.651281496063033e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,11.0,2.3978952727983707,128,9.645749999999975e-06,4.424560629921317e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,12.0,2.4849066497880004,128,9.418312499999976e-06,3.216645275590536e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,13.0,2.5649493574615367,128,9.339874999999973e-06,3.294234645669271e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,14.0,2.6390573296152584,127,9.239685039370055e-06,2.3810439695037836e-14,0.0078125,0.0,0.0
phi-nl,transfer,calibration,6,130,15.0,2.70805020110221,128,9.140749999999979e-06,3.026992125984347e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,16.0,2.772588722239781,128,8.964624999999975e-06,4.22930236220467e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,17.0,2.833213344056216,127,8.92453543307084e-06,2.7106123734533028e-14,0.0078125,0.0,0.0
phi-nl,transfer,calibration,6,130,18.0,2.8903717578961645,128,8.774374999999976e-06,2.149629921259798e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,19.0,2.9444389791664403,127,8.748598425196825e-06,1.8919131108611226e-14,0.0078125,0.0,0.0
phi-nl,transfer,calibration,6,130,20.0,2.995732273553991,128,8.621062499999975e-06,2.7944185039371038e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,21.0,3.044522437723423,128,8.480249999999975e-06,2.5092976377954226e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,22.0,3.091042453358316,128,8.389937499999975e-06,1.30965629921253e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,23.0,3.1354942159291497,127,8.355968503936982e-06,2.8908570428697086e-14,0.0078125,0.0,0.0
phi-nl,transfer,calibration,6,130,24.0,3.1780538303479458,128,8.261374999999976e-06,2.2756897637794884e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,25.0,3.2188758248682006,128,8.227312499999975e-06,1.7844940944881386e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,26.0,3.258096538021482,128,8.067437499999976e-06,1.7684846456693296e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,27.0,3.295836866004329,128,8.007937499999974e-06,1.6208122047244023e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,28.0,3.332204510175204,128,7.902937499999974e-06,1.548333464566952e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,29.0,3.367295829986474,128,7.933312499999976e-06,1.8125885826771885e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,30.0,3.4011973816621555,128,7.855687499999974e-06,1.225010629921285e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,6,130,31.0,3.4339872044851463,128,7.796562499999976e-06,1.5106704724409122e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,1.0,0.0,128,1.1075812499999975e-05,1.4591593307086676e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,2.0,0.6931471805599453,128,1.0966562499999976e-05,1.2634550787401244e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,3.0,1.0986122886681098,128,1.0780062499999972e-05,1.0724787007873993e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,4.0,1.3862943611198906,128,1.0491749999999973e-05,1.0325562204724271e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,5.0,1.6094379124341003,128,1.0246312499999974e-05,1.3805722440944748e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,6.0,1.791759469228055,128,1.0154687499999978e-05,1.3072960236220416e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,7.0,1.9459101490553132,128,1.0187437499999972e-05,8.654279921259632e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,8.0,2.0794415416798357,128,1.0077499999999976e-05,9.103596850393642e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,9.0,2.1972245773362196,128,9.806562499999976e-06,9.660314566929073e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,10.0,2.302585092994046,128,9.820562499999974e-06,8.452402755905447e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,11.0,2.3978952727983707,128,9.803999999999976e-06,6.81635275590551e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,12.0,2.4849066497880004,128,9.482937499999978e-06,4.598311417322725e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,13.0,2.5649493574615367,128,9.520812499999976e-06,7.730377559054899e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,14.0,2.6390573296152584,128,9.214874999999975e-06,5.578656692913379e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,15.0,2.70805020110221,127,9.045606299212573e-06,4.934330408698879e-14,0.0078125,0.0,0.0
phi-nl,transfer,calibration,7,128,16.0,2.772588722239781,128,9.013937499999976e-06,6.284220078740089e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,17.0,2.833213344056216,128,8.919374999999973e-06,8.442215748031532e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,18.0,2.8903717578961645,128,8.92593749999997e-06,5.76052874015729e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,19.0,2.9444389791664403,128,8.714374999999975e-06,4.395072440944753e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,20.0,2.995732273553991,128,8.625249999999975e-06,6.820932283464631e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,21.0,3.044522437723423,128,8.498124999999974e-06,5.13940000000004e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,22.0,3.091042453358316,128,8.457624999999975e-06,3.1778629921260024e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,23.0,3.1354942159291497,128,8.253249999999974e-06,7.274777952755837e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,24.0,3.1780538303479458,128,8.112999999999971e-06,3.631874015747913e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,25.0,3.2188758248682006,127,8.226771653543281e-06,4.0742987126607534e-14,0.0078125,0.0,0.0
phi-nl,transfer,calibration,7,128,26.0,3.258096538021482,128,8.027687499999976e-06,3.511624803149627e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,27.0,3.295836866004329,128,7.894812499999975e-06,3.428998031496052e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,28.0,3.332204510175204,128,7.768749999999974e-06,3.982658267716524e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,29.0,3.367295829986474,128,7.784562499999977e-06,2.599527165354288e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,30.0,3.4011973816621555,128,7.723812499999976e-06,2.5112153543306448e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,7,128,31.0,3.4339872044851463,128,7.507562499999975e-06,3.8662862204723616e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,1.0,0.0,128,1.1482624999999974e-05,6.9404330708661e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,2.0,0.6931471805599453,128,1.1241499999999974e-05,8.04915905511809e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,3.0,1.0986122886681098,128,1.1282062499999977e-05,4.677164960629831e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,4.0,1.3862943611198906,128,1.1197999999999973e-05,1.0098393700787127e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,5.0,1.6094379124341003,128,1.0914187499999973e-05,5.977067322834554e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,6.0,1.791759469228055,128,1.0538562499999973e-05,7.644415354330648e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,7.0,1.9459101490553132,128,1.0241812499999973e-05,6.256601181102228e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,8.0,2.0794415416798357,128,9.995874999999975e-06,6.60318582677176e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,9.0,2.1972245773362196,128,1.0203874999999974e-05,3.1546440944883045e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,10.0,2.302585092994046,128,1.0106874999999974e-05,4.377774803149596e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,11.0,2.3978952727983707,128,9.810937499999975e-06,5.0019649606297935e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,12.0,2.4849066497880004,128,9.66206249999997e-06,3.9869224409449505e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,13.0,2.5649493574615367,128,9.664499999999975e-06,3.991357480314975e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,14.0,2.6390573296152584,128,9.523874999999975e-06,5.5813023622047245e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,15.0,2.70805020110221,128,9.441499999999974e-06,2.6246803149606994e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,16.0,2.772588722239781,128,9.201562499999974e-06,2.6411397637793978e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,17.0,2.833213344056216,128,9.062249999999974e-06,3.4198110236220916e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,18.0,2.8903717578961645,128,9.047499999999976e-06,3.3674834645667925e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,19.0,2.9444389791664403,128,8.804187499999977e-06,4.2712657480313894e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,20.0,2.995732273553991,128,8.650999999999975e-06,3.2566425196849056e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,21.0,3.044522437723423,128,8.605312499999974e-06,2.4492625984252325e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,22.0,3.091042453358316,128,8.391124999999973e-06,2.5853212598424686e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,23.0,3.1354942159291497,128,8.285812499999975e-06,2.8785602362201716e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,24.0,3.1780538303479458,128,8.105937499999975e-06,2.6516909448819324e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,25.0,3.2188758248682006,128,8.097562499999974e-06,2.4641570866142236e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,26.0,3.258096538021482,128,8.180999999999971e-06,2.91084094488181e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,27.0,3.295836866004329,128,8.109437499999976e-06,2.9382484251968564e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,28.0,3.332204510175204,128,7.981249999999974e-06,1.8002078740157217e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,29.0,3.367295829986474,128,7.955499999999975e-06,2.117114960629975e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,30.0,3.4011973816621555,128,7.88568749999997e-06,2.4139744094488674e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,8,273,31.0,3.4339872044851463,128,7.824312499999978e-06,1.63138543307091e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,1.0,0.0,128,1.0539812499999974e-05,8.999706692913179e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,2.0,0.6931471805599453,128,1.0499437499999972e-05,7.729152362204606e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,3.0,1.0986122886681098,128,1.0236499999999974e-05,7.93799055118099e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,4.0,1.3862943611198906,128,9.883999999999975e-06,1.2096100787401373e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,5.0,1.6094379124341003,128,9.738749999999979e-06,1.0359577952755692e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,6.0,1.791759469228055,128,9.653624999999975e-06,7.409724409448643e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,7.0,1.9459101490553132,128,9.563062499999974e-06,1.0811073622047125e-13,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,8.0,2.0794415416798357,128,9.489249999999972e-06,5.3545763779526764e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,9.0,2.1972245773362196,128,9.403749999999974e-06,6.696308661417185e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,10.0,2.302585092994046,128,9.096874999999975e-06,6.335620472440842e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,11.0,2.3978952727983707,128,9.211812499999973e-06,4.0903523622045416e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,12.0,2.4849066497880004,128,9.054999999999975e-06,3.880314960629669e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,13.0,2.5649493574615367,128,9.012499999999975e-06,4.130444094488088e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,14.0,2.6390573296152584,128,9.367499999999974e-06,5.71613228346452e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,15.0,2.70805020110221,128,9.331749999999974e-06,4.7791307086614165e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,16.0,2.772588722239781,128,9.150562499999975e-06,3.202764960629972e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,17.0,2.833213344056216,128,9.006687499999973e-06,3.720342913385763e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,18.0,2.8903717578961645,128,8.718937499999974e-06,2.4779964566929578e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,19.0,2.9444389791664403,128,8.639562499999971e-06,4.114777559054967e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,20.0,2.995732273553991,128,8.551999999999973e-06,2.8767748031496094e-14,0.0,0.0,0.0
phi-nl,transfer,calibration,9,261,21.0,3.044522437723423,128,8.508687499999974e-06,2.8917444881889256e-14,0.0,0.0,0.0
